id,movie_name,movie_description,movie_pic,movie_knowledge_area,movie_recommended_age,benefits,objectives,problems,rationale
231,Mao's Last Dancer,"Li Cunxin (1961 - ) is the sixth of seven sons born to a poor, hard working peasant family in China. The Li's are loving and close, enduring decades of hunger and deprivation, barely avoiding starvation. The book describes a peasant's life in China before, during and after the Cultural Revolution (1966 to 1976). At age 11, Cunxin is chosen to attend Madam Mao's Dance Academy in Beijing to study both dance and Maoist ""philosophy."" Despite his initial disinterest in dance and his resentment about having to leave home, Cunxin becomes an excellent dancer and a true artist. Introduced to the U.S. through one of the first exchange programs after Mao's death and astounded at the personal and artistic freedom, as well as the standard of living in the U.S., Cunxin defects in 1981. After six years, the Chinese Communist Party allows Cunxin's parents to visit him in the U.S. Years later he is allowed to return to China and visit friends and the rest of this family. The movie is a reasonably accurate description of Mr. Cunxin's life through about his 30th year, as described in his autobiography. Benefits of the Movie: The story told by the book and the movie shows life among Chinese peasants in the mid-20th century. Li Cunxin's life is a story of courage, persistence, hard work, personal accomplishment, and artistic success. The movie is an excellent introduction to the art of ballet. Click Here for the specific College and Career Readiness Anchor Standards, set out in the 2010 Common Core State Standards, which are served by this Learning Guide. For English Language Arts classes: The book is an excellent nonfiction work for students in grades 9 - 12. The movie can be seen by students either before or after they read the book. While in most respects the movie follows the real story told in the book, there are a number of differences. However, the essence of the film is true to the real events. The book contains a wealth of detail and several themes not present in the movie. For Social Studies classes: The book, and to a lesser extent the movie, provides an informative view of what life was like in China before economic reforms made the country into a manufacturing powerhouse and lifted the standard of living for hundreds of millions of people. The book shows the disillusion experienced when the lies of a communist dictatorship are revealed. In addition, both the book and the movie show the process by which artists defected from communist dictatorships to the West, an occurrence that repeated itself many times during the Cold War.",pics/Maos-last-dancer-DVDcover.png,LT,12,"The story told by the book and the movie shows life among Chinese peasants in the mid-20th century. Li Cunxin's life is a story of courage, persistence, hard work, personal accomplishment, and artistic success. The movie is an excellent introduction to the art of ballet.",nan,"None. Parenting Points:     You may want to talk to your children about the changes in China since the death of Mao and make it clear that the kind of poverty and conformity that they see in the film has diminished considerably. If your children have seen Billy Elliot, they will be familiar with a young boy training to be a ballet dancer. If not, point out to them that some of the most famous dancers in the world, such as Mikhail Baryshnikov, are male.",nan
233,Marie Curie: More Than Meets the Eye,"Marie Curie was the pre-eminent female scientist of her time. She was the first person to discover radioactivity and has received the Nobel Prize in physics. Her adopted city, Paris, is now threatened by the German invasion of WWI. Marie Curie knows that X-rays can look through human flesh and disclose the location of shrapnel. Some pioneering doctors are already saving lives with the new technique, but the tradition bound French military is not. Nor are French army officers inclined to listen to a woman, even Madame Curie, on matters of military importance. This film describes Marie Curie's heroic efforts to ensure that French soldiers did not die because of metal fragments hidden in their bodies. ""Marie Curie: More than Meets the Eye"" also describes the efforts of two fictional young girls to stay with their mother in Paris despite the threat posed by the German army. The girls mistakenly believe that Madame Curie is a foreign spy. They try to expose her as proof that they should be allowed to stay in the city. The movie is one of the Inventors' Specials, an award-winning series which introduces children to great scientists and inventors. Benefits of the Movie: This film will introduce children to the greatest female scientist of the 20th century, the revolutionary benefits of X-ray technology, and the First World War. Possible Problems: None. Parenting Points:     Tell your child the information in the first paragraph of the Description of this movie. The resistance offered by the French military to adopting the new technique of X-ray imaging because it was suggested by a woman was very real. Point out the absurdity of sexism: that because Madame Curie was a woman, military officers would not listen to her despite the fact that she was a Nobel Prize winner, had discovered radioactivity, and knew how to save the lives of their soldiers using X-rays. After your child has seen this film and if he or she is 10 years of age, watch Madame Curie.",pics/curie-inventors-VHScover.jpg,PH,8,"This film will introduce children to the greatest female scientist of the 20th century, the revolutionary benefits of X-ray technology, and the First World War.",nan,None.,nan
236,The Mayflower Voyagers,"The Peanuts characters become Pilgrims on the Mayflower and endure the first difficult winter on Plymouth Plantation. Benefits of the Movie: This short film will introduce children to the Pilgrims, their voyage on the Mayflower and the first year of the Plymouth Plantation. Children will enjoy this film even if they are not familiar with the Peanuts characters. Possible Problems: MINOR. This film perpetuates the inaccurate myth of the first Thanksgiving. Parenting Points:     Your child will be intrigued to learn that this cartoon has some relationship to real events. Review the Helpful Background section and talk about the Pilgrims. You will not be able to cover everything but do the best you can. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to ask and help him or her answer more discussion questions.",pics/peanuts-mayflower-voyagers-VHScover.jpg,HT,7,"This short film will introduce children to the Pilgrims, their voyage on the Mayflower and the first year of the Plymouth Plantation.",nan,MINOR. This film perpetuates the inaccurate myth of the first Thanksgiving.,nan
242,Midway,"World War II, Pacific Theater: The Japanese follow their stunning victory at Pearl Harbor with a massive assault on Midway Island, a strategic U.S. outpost in the Pacific. The U.S. Navy is ready, and looking for revenge.",pics/midway-DVDfiles.jpg,HT,10,"""Midway"" accurately describes this pivotal naval battle showing many of the tactics and the weapons used in the Pacific during WWII.",nan,"None. Parenting Points:     Tell your child that the Battle of Midway occurred only six months after Pearl Harbor. It was a turning point in the war in the Pacific. After this battle the initiative passed to the Allies. Describe how the U.S. figured out that Midway Island was the subject of the Japanese assault. (See the fourth paragraph of the Helpful Background section.) Then ask and help your child to answer the Quick Discussion Question. Be sure to talk about how lucky the U.S. was and how easily the battle could have gone the other way or have been a draw, despite the fact that the U.S. had cracked the Japanese military code. (See the sixth paragraph of the Helpful Background section.) Selected Awards, Cast and Director:",nan
243,The Miracle Worker,"At the age of six months, Helen Keller (1880 - 1968) suffered from a fever that left her blind, deaf and dumb. This film shows how, despite her disabilities, Helen Keller learned the meaning of symbolic language. With Anne Sullivan as her teacher, Helen Keller learned to read, write and speak. She graduated from Radcliffe College with honors in 1904 and became world famous for her triumph over her handicaps. ""The Miracle Worker"" shows Anne Sullivan teaching Helen Keller the principal of symbolic communication, i.e., that shapes of the hand, when communicating in sign language, represent objects in the real world and concepts. The film is based on the Broadway play of the same name by William Gibson.",pics/miracle-worker-DVDfiles.jpg,LT,10,"""The Miracle Worker"" will help introduce children to Helen Keller and Anne Sullivan. Their story shows the strength and power of the human will and its ability to triumph over the most devastating disabilities. Helen Keller is one of the most remarkable people ever to have lived. She is a role model for a person who triumphs over profound disabilities. Anne Sullivan is a role model for a sensitive and innovative teacher. Without Sullivan, Keller would probably not have realized her great potential. The film can also serve as a springboard for a discussion of the meaning and importance of symbolic language.",nan,"MINOR. This movie shows the South in the period called the ""Redemption"" when Southern whites regained control of the state governments after the collapse of Reconstruction. The men spend their free time reliving the lost war. The black characters in the movie are all stereotyped but they do not have important roles. The teaching sessions sometimes degenerate into fights between Anne Sullivan and an undisciplined Helen Keller. These scenes may scare children younger than eight years. Parenting Points:     Describe some of Helen Keller's accomplishments and show your child her pictures reproduced in this Learning Guide. Read the poem she wrote which is copied in the Helpful Background section. Ask and help your child to answer the Quick Discussion Question.",nan
254,The Music and Heroes of America,"Schroeder must give a report to the school on American music. Lucy decides to combine her report on great American women with Schroeder's report on music. Schroeder isn't happy with this idea but the teacher tells him to put up with it. The whole mess is entertaining and informative, covering many aspects of American popular music through the 1920s as well as describing the contributions of a potpourri of American composers, famous American women and black leaders. Children will enjoy this film even if they are not familiar with the Peanuts characters. Benefits of the Movie: This film will introduce children to the origins of several genres of American music, including Spirituals, the Blues, Ragtime, and Jazz with passing references to American composers, famous American women and black leaders. Possible Problems: NONE. Parenting Points:     Your child will be intrigued to learn that this cartoon has some relationship to real events. Review the Helpful Background section and talk about the music and the musicians described in this film. You will not be able to cover everything but do the best you can. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to ask and help him or her answer more discussion questions.",pics/peanuts-music-heroes-VHScover.jpg,HT,8,"This film will introduce children to the origins of several genres of American music, including Spirituals, the Blues, Ragtime, and Jazz with passing references to American composers, famous American women and black leaders.",nan,NONE.,nan
258,Man on Fire -- Snippet Lesson Plan for The Child Savior Myth and Literary Archetypes,"""Man on Fire"" is an action film in which a former Special Forces operative named Creasy is employed as a bodyguard to protect the young daughter of a wealthy Mexican businessman. Creasy is suffering from remorse for savage deeds committed when he was working in counter-insurgency. As the snippet opens, Creasy is shown drunk, guilt-ridden, and puzzled by a failed attempt to kill himself. Standing in the rain, a clear symbol of purification, he looks up to see the child watching him from the window. Thereafter, Creasy begins tutoring the girl and coaching her efforts to become a better swimmer. He grows increasingly fond of her unrelenting innocence. At the snippet's end, Creasy reaches for a bottle of liquor, uncaps it, recaps it, puts it down, and picks up the Bible. He is saved.",pics/man-on-fire-dvd-cover.jpeg,LT,14,nan,"Students will be able to recognize and analyze the child savior myth, a recurring element in literature and film. Students will be introduced to the concept of literary archetypes.",nan,"Images of children are important in literature and are used to sell products, win elections, and encourage religious devotion. The child as savior, through whom people find truth, the answer to their problems, or salvation is an important feature of many works of fiction. An understanding of the literary archetype of the child savior will help students analyze and appreciate works of fiction. An understanding of the use of images of children in advertising and the media will help students make informed decisions. Finally, this lesson can be used to introduce students to the concept of literary archetypes, an important element in most works of fiction."
268,The Odyssey,"This movie recounts the efforts of Odysseus to return home after the Trojan War. The names of the characters are the same as those of the classic Greek epic. Most of the incidents in the film bear a strong resemblance to stories from the myth. There are some changes in the plot and the characters. The movie also adds some explanatory material about the birth of Telemachus and the Trojan War. The characterization of Odysseus by Armand Assante is excellent and will leave a strong impression of the cleverest of the ancient Greek warriors. Benefits of the Movie:     This movie is best used as an adjunct to reading the book and should be shown to children after the book has been read. The film can be used by teachers as a reward or a supplemental activity. Alternatively, certain portions of the film can be shown in class, analyzed and discussed. Possible Problems:    MODERATE. The film is not as good as the book. (This is a comment rather than a criticism. Very little can measure up to the written version of The Odyssey.) The movie eliminates some of the episodes in the book. In the film, there are several bloody scenes of fighting and men being eaten alive by various monsters. There are some quite sexually suggestive scenes with Circe and Calypso, but nothing explicit is shown other than embracing, kissing and the act of lying down together on a bed. Odysseus is a married man. His allegiance to his wife and family and his strong desire to return to them are a major theme. However, in ancient times, marital fidelity for males had nothing to do with sexual fidelity. Parenting Points:     Remember to either read the book with your child or have your child read it. See Read the Book First! As you go through the book review the Helpful Background section and the Discussion Questions for topics to discuss. If your child watches the movie before reading the book, ask and help your child to answer the Quick Discussion Question.",pics/odyssey-DVDcover.jpg,LT,14,"This movie is best used as an adjunct to reading the book and should be shown to children after the book has been read. The film can be used by teachers as a reward or a supplemental activity. Alternatively, certain portions of the film can be shown in class, analyzed and discussed.",nan,"MODERATE. The film is not as good as the book. (This is a comment rather than a criticism. Very little can measure up to the written version of The Odyssey.) The movie eliminates some of the episodes in the book. In the film, there are several bloody scenes of fighting and men being eaten alive by various monsters. There are some quite sexually suggestive scenes with Circe and Calypso, but nothing explicit is shown other than embracing, kissing and the act of lying down together on a bed. Odysseus is a married man. His allegiance to his wife and family and his strong desire to return to them are a major theme. However, in ancient times, marital fidelity for males had nothing to do with sexual fidelity.",nan
272,The Old Curiosity Shop,"This riveting tale of adventure, devotion and redemption follows the travails of saintly Little Nell as she tries to save her grandfather, a compulsive gambler. They roam the countryside of 19th century England seeking to evade the villainous creditor, Mr. Quilp. In their travels, Nell and her grandfather meet a host of fascinating 19th century characters. The movie is based on the book by Charles Dickens. Benefits of the Movie:     This film shows some of the effects of gambling addiction and the psychological syndromes of codependence called the ""Enabler in Chief"" (or the ""Caretaker"") and the ""Family Hero"". Dickens exhibits acute psychological insights, anticipating the discoveries of contemporary psychology. The movie also depicts the English social landscape of the 19th century, detailing the brutalizing effects of greed and poverty and the pitiful vulnerability of women and children.",pics/old-curiosity-shop-VHScover.jpg,LT,11,"This film shows some of the effects of gambling addiction and the psychological syndromes of codependence called the ""Enabler in Chief"" (or the ""Caretaker"") and the ""Family Hero"". Dickens exhibits acute psychological insights, anticipating the discoveries of contemporary psychology.",nan,"MINOR. One man is badly beaten by Quilp's thugs. This is a very long and heart wrenching movie. Have a box of tissues at hand. Parenting Points:     Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) discuss addictions, including alcoholism and gambling addiction. The Discussion Questions, starting with the Quick Discussion Question in the sidebar, will be helpful. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to bring up discussion questions relating to the film. Selected Awards, Cast and Director:",nan
273,The Old Man and the Sea,"Santiago, an old Cuban fisherman, has gone 84 days without catching a fish. Manolin, his young apprentice, is no longer permitted by the village to fish with Santiago but tends to the old man with affection and respect. Each day Santiago hauls his gear to his skiff and heads out alone to try a new day's luck. On day 85, the old man hooks a huge marlin and struggles for two days and nights to bring in the fish. Eventually, despite pain and exhaustion, Santiago returns to the village with the marlin, which has been reduced to a skeleton by the relentless attack of sharks. The film is based on the Pulitzer Prize winning novella by Ernest Hemingway. The author selected the screenwriter and kept overall artistic control of the film. The movie closely follows the written work retaining not only its language, but also its tone and structure. Spencer Tracy, in the leading role, captures Hemingway's characterization of an old man who refuses to give up in the face of apparent failure. The film shows the affection between the old man and Manolin, the young boy who tends to him. Benefits of the Movie: Watching the film allows students who have read the novella to see the story in a cinematic format. This permits them to compare words with cinema in terms of artistic and thematic effect. The film also provides repetition and confirmation of lessons analyzing the written work. Finally, watching the film, children will come to empathize with a person who is very old. Possible Problems:     None.",pics/old-man-and-the-sea-DVDcover.jpg,LT,12,"Watching the film allows students who have read the novella to see the story in a cinematic format. This permits them to compare words with cinema in terms of artistic and thematic effect. The film also provides repetition and confirmation of lessons analyzing the written work. Finally, watching the film, children will come to empathize with a person who is very old.",nan,None.,nan
278,The Outsiders,"The Outsiders is a story of conflict between two groups of teenagers, the delinquent Greasers and their privileged enemies, the Socs' (pronounced ""Soshs""). They hate each other for their differences and fight as they try to navigate from adolescence to adulthood.",pics/outsiders-DVDcover.jpg,LT,11,nan,"Through discussion, analysis of poetry, and writing, students will exercise important ELA skills relating to a gripping story. Students can become aware of differences in presentation between the novel and the film. The lessons of the story assist adolescents in resolving some of the social and emotional issues of growing up in modern society.","Serious. As in the book, the movie is set against a violent backdrop in which fights are the preferred method of resolving conflict. One character is stabbed to death, another dies from being burned badly in a fire, and yet another provokes the police into shooting him to death. There is also mild profanity and scenes of teenagers drinking and smoking. Girls are sexually harassed. There is some talk about smoking marijuana.",Teachers who assign S.E. Hinton's 1967 novel will most often use the film as a reward after the book has been read and studied in class. For classes with poor literacy skills teachers can use the movie to assist students in understanding the reading. Care should be taken that students do not use the film as a substitute for reading the book.
285,Paths of Glory,"This is a fictional tale of a failed assault by French troops during WWI on an impregnable German position called ""The Ant Hill."" To deflect blame from the general who ordered the assault, several French soldiers were picked at random, branded cowards, and court martialed. This film is based on the novel by Humphrey Cobb.",pics/paths-of-glory-DVDcover.jpg,HT,10,"""Paths of Glory"" is an introduction to World War I and to the political intrigues which often diminish the fighting ability of armies. Possible Problems:    None. Parenting Points:     Before watching the film, briefly describe the history of the First World War. See Helpful Background. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to bring up discussion questions relating to the film. Selected Awards, Cast and Director: Selected Awards: ""Paths of Glory"" is listed in the National Film Registry of the U.S. Library of Congress as a ""culturally, historically or aesthetically significant"" film. Featured Actors: Kirk Douglas, Adolphe Menjou, George Macready, Ralph Meeker, Richard Anderson, Wayne Morris, Timothy Carey, Susanne Christian. Director: Stanley Kubrick.",nan,"None. Parenting Points:     Before watching the film, briefly describe the history of the First World War. See Helpful Background. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to bring up discussion questions relating to the film. Selected Awards, Cast and Director: Selected Awards: ""Paths of Glory"" is listed in the National Film Registry of the U.S. Library of Congress as a ""culturally, historically or aesthetically significant"" film. Featured Actors: Kirk Douglas, Adolphe Menjou, George Macready, Ralph Meeker, Richard Anderson, Wayne Morris, Timothy Carey, Susanne Christian. Director: Stanley Kubrick.",nan
289,Persuasion,This film is an adaptation of the Jane Austen novel about courting among the English upper class in the early 19th century.,pics/persuasion-DVDcover.gif,LT,10,"The movie provides an excellent introduction to Jane Austen's novel Persuasion. A college level teacher has reported that her students are more interested in reading another Jane Austen novel, Sense and Sensibility, after they have seen a film version. When tested against a control group who only read the book, students who had seen the film before reading the book had a better understanding of the characters and the plot. Viewing this movie before reading the novel Persuasion should have the same result. (See ""Emma Thompson's Sense and Sensibility as Gateway to Austen's Novel"" by Cheryl L. Nixon contained in Jane Austen in Hollywood, Edited by Linda Troost and Sayre Greenfield, 1998, University of Kentucky Press, pages 140 - 147.) For more suggestions about using filmed adaptations of literary works in the ELA classroom, see Lesson Plans Using Film Adaptations of Novels, Short Stories and Plays.",nan,"None. Parenting Points:     Review Before Seeing the Film in the Learning Guide to ""Pride and Prejudice"" and communicate as much as possible to your child. You will not be able to cover everything but do the best you can. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up one of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Allow your child to watch the movie several times and continue to ask and help him or her answer more discussion questions. Selected Awards, Cast and Director:",nan
312,The Right Stuff,"Description: This movie shows the recruitment, training, and space flights of the first U.S. astronauts. The film shows how the mantle of having ""the right stuff"" shifted from the USAF test pilots to the Mercury Astronauts during a time when the Soviet Union reigned supreme in the space race. The movie is based on Tom Wolfe's non-fiction book of the same title.",pics/right-stuff-DVDcover.jpg,PH,12,nan,Objectives/Student Outcomes Using this Learning Guide: Students will learn a bit of U.S. history and research and write about space exploration as it has advanced from its early days as well as the Cold War mentality that drove the intensity of the program.,Possible Problems: Minor. There is a substantial amount of profanity in this movie and references to immoderate sexuality on the part of some married astronauts.,"Rationale for Using the Movie: Although the specific dialogue and some minor events have been fictionalized, events of any interest are accurately recounted in the film."
290,The Perks of Being a Wallflower,"In Middle School, Charlie's best friend committed suicide. Shortly thereafter Charlie had a breakdown and spent time in a mental institution. As the movie begins, it is Charlie's first day of high school. He is that ""weird kid who spent time in a mental hospital"" and has no friends. Charlie sits alone in the lunchroom every day. His luck changes when he is befriended by a group of misfit seniors: Patrick is gay; Samantha (""Sam"") was the freshman slut; and Mary Elizabeth is a goth. Through the school year Charlie learns many things about acceptance, friendship and romantic relations. Eventually he is able to confront a dark secret that has been troubling him far more than the suicide of his friend.",pics/perks-of-being-a-wallflower-DVDcover.jpg,LT,14,nan,"Students will absorb the life-lessons presented in the film, will gain tolerance for GBLTQ people and will gain insight into the effects of childhood sexual abuse. The emotions generated by the film will lead to spirited discussions and strong interest in completing assignments.","Serious. See note at the beginning of the Guide. Also, there are no ethnic or racial minorities shown in this film.","This coming of age story hits several social emotional learning issues important to teens, including: courage in social situations, friendship, and romantic relationships. The story is a landmark in young adult literature for its sympathetic portrayal of a gay teenager whose life does not have a tragic outcome. The movie is one of the best films available for increasing acceptance of GBLTQ teens. It does the same for teens who suffer from an emotional disorder, in this case PTSD from childhood sexual abuse."
294,Pride and Prejudice,"Pride and Prejudice describes the unlikely courtship of Elizabeth Bennet and Mr. Darcy. Their relationship begins with mutual contempt, but moves forward as they mature and learn that their first impressions, based on pride and prejudice, were incorrect. The story is set in upper middle class English society at the beginning of the 19th century. These films are based on Jane Austen's classic novel. Benefits of the Movie:     Each movie will demonstrate that first impressions are often wrong, and that a person can mature if he or she keeps an open mind. The films will also acquaint children with the problems caused by class prejudice in England. Each of these films is an excellent introduction to Jane Austen's classic novel. Austen's works are not easy for even the most advanced readers. A college level teacher has reported that her students are more interested in reading another Jane Austen novel, Sense and Sensibility, after they have seen one of the film versions. When tested against a control group who only read the book, students who had seen the film before reading the novel had a better understanding of the characters and the plot. Viewing this film in advance of reading the novel Pride and Prejudice should have the same result. (See ""Emma Thompson's Sense and Sensibility as Gateway to Austen's Novel"" by Cheryl L. Nixon, contained in Jane Austen in Hollywood, Edited by Linda Troost and Sayre Greenfield, 1998, University of Kentucky Press, pages 140 - 147.) For more suggestions about using filmed adaptations of literary works in the ELA classroom, see Lesson Plans Using Film Adaptations of Novels, Short Stories and Plays.",pics/pride-and-prejudice-DVDcover-2005.jpg,LT,12,"Each movie will demonstrate that first impressions are often wrong, and that a person can mature if he or she keeps an open mind. The films will also acquaint children with the problems caused by class prejudice in England. Each of these films is an excellent introduction to Jane Austen's classic novel. Austen's works are not easy for even the most advanced readers. A college level teacher has reported that her students are more interested in reading another Jane Austen novel, Sense and Sensibility, after they have seen one of the film versions. When tested against a control group who only read the book, students who had seen the film before reading the novel had a better understanding of the characters and the plot. Viewing this film in advance of reading the novel Pride and Prejudice should have the same result.",nan,"MINOR. While the characters pay lip service to the principle that people should marry for love and not concern themselves with wealth or position, two of the Bennet sisters end up marrying men of wealth and position. Each film version departs somewhat from the novel. See Helpful Background Section below and the sidebar comment. Parenting Points:     Review Before Seeing the Film and communicate as much of the content as possible to your child. You will not be able to cover everything but do the best you can. Immediately after the movie, or at odd times over the next week (for example at the dinner table or in the car on the way to school) bring up some of the Discussion Questions, starting with the Quick Discussion Question in the sidebar. Don't worry if you can only get through a few questions. Just taking the film seriously and discussing it is the key. Allow your child to watch the movie several times and continue to ask and help him or her answer more discussion questions.",nan
300,Harmonic Motion,"Jack Sparrow and the rest of the crew of the ship known as the Black Pearl try to follow a map with cryptic instructions. Jack Sparrow suddenly realizes that they need to tip the ship over. He gets his shipmates to join an effort to rock the ship by running back and forth from port to starboard at the exact regular intervals that amplify the oscillation until the ship capsizes. 

A dramatic real life instance of resonance is the famous Tacoma Bridge collapse of 1940. This film clip on YouTube shows footage from before and during the collapse of the bridge.",pics/pirates-of-the-carib-DVDcover.jpg,PH,10,nan,Students will learn about resonance and be able to recognize it in everyday occurrences.,nan,"The sequence from the film Pirates of the Caribbean – At World's End offers a spectacular fictional example of the use of resonance to tip over an entire pirate ship. This allows teachers to introduce or review this concept from physics and relate it to real-life examples, including the Tacoma Bridge Collapse of 1940. Resonance is also an interesting way to introduce harmonic motion and concepts such as amplitude and frequency"
303,Caves and Extremophiles,"This is a portion of the Planet Earth chapter on caves. USING THE CLIP IN THE CLASSROOM:     Prepare for class by deciding which of the supplemental materials and vocabulary to present to the class. Cue the DVD to the beginning of the clip. After playing the clip, present the supplemental materials and review the structure of the words scientists have coined to describe extremophiles.",pics/planet-earth-DVDcover.jpg,BL,10,nan,"Students will be introduced to some of the world's most interesting and beautiful caves and to their strange inhabitants, extremophiles and troglobites. Students will be introduced to the different types of extremophiles and the terms scientists use to describe them. Rationale:     Caves are an important geological feature seldom directly experienced by people living in modern cultures. Extremophiles and troglobites are examples of the tremendous adaptability of life. Description of the Snippet:     This is a portion of the Planet Earth chapter on caves. USING THE CLIP IN THE CLASSROOM:     Prepare for class by deciding which of the supplemental materials and vocabulary to present to the class. Cue the DVD to the beginning of the clip. After playing the clip, present the supplemental materials and review the structure of the words scientists have coined to describe extremophiles.",nan,Caves are an important geological feature seldom directly experienced by people living in modern cultures. Extremophiles and troglobites are examples of the tremendous adaptability of life.
304,Deep Ocean Dwellers,"This is a portion of the Planet Earth chapter entitled ""Ocean Deep"".Much of the snippet is devoted to deep ocean volcanic vents. Animal species featured in the snippet include: dolphin, mackerel, shearwater, sailfish, manta ray, sea spider, sore tooth eel, Dumbo octopus, vampire squid, deep sea urchin, shrimp, monk fish, and isopods, squat lobster, giant tube worm, soft coral, and nautilus. USING THE FILM CLIP IN THE CLASSROOM     Prepare for class by deciding which of the supplemental materials to present to the class. Cue the DVD to the beginning of the snippet. After playing the snippet, present the supplemental materials.",pics/planet-earth-DVDcover.jpg,BL,10,nan,"Students will be introduced to the strange and wonderful creatures that inhabit the depths of the oceans. Rationale:     Few people will directly experience the depths of the seas. This lesson will introduce students to this important habitat. Description of the Snippet:     This is a portion of the Planet Earth chapter entitled ""Ocean Deep"".Much of the snippet is devoted to deep ocean volcanic vents. Animal species featured in the snippet include: dolphin, mackerel, shearwater, sailfish, manta ray, sea spider, sore tooth eel, Dumbo octopus, vampire squid, deep sea urchin, shrimp, monk fish, and isopods, squat lobster, giant tube worm, soft coral, and nautilus. USING THE FILM CLIP IN THE CLASSROOM     Prepare for class by deciding which of the supplemental materials to present to the class. Cue the DVD to the beginning of the snippet. After playing the snippet, present the supplemental materials.",nan,Few people will directly experience the depths of the seas. This lesson will introduce students to this important habitat.
313,Romeo and Juliet,"""Romeo and Juliet"" is probably the greatest romantic tragedy ever written. It still has relevance today. Many students (and TWM) prefer the Zeffirelli version, but many teachers report that students love Baz Luhrmann's ""Romeo + Juliet"". For a critique of the Luhrmann version, see Robert Ebert's Review of this movie. It's great to have kids watch them both and compare. Perhaps one could be watched in class and the other after school. This is an excellent extra credit project.",pics/romeo-and-juliet-DVDcover.jpg,LT,12,"""Romeo and Juliet"" is an excellent introduction to Shakespeare. The story allows children to work through the issue of tragic romantic relationships. This film also displays the great weakness of suicide, the risks of holding grudges, the danger of fighting, and the often-unintended consequences of revenge.",nan,"1968 Franco Zeffirelli Version: MINOR. Shakespeare uses some ribald language, e.g., references to maids lying on their backs etc. There is a little nudity. As Romeo and Juliet awaken after they have spent the night together, there is a full view, from the back only, of the body of the actor playing Romeo. The breasts of the actress playing Juliet are shown, very briefly, as she turns to get out of bed. 

1996 Baz Luhrmann's ""Romeo + Juliet"": This has a moderate amount of violence. Some of the dialogue is unintelligible.",nan
339,She's Too Young - (Health (social structure of school; STDs),"This movie shows the devastating effects of a high school social system in which girls who want to be popular are required to be sexually promiscuous. The result is emotional damage to everyone and a raging syphilis epidemic. The movie follows the stories of several girls and their parents, but the primary victim is Hannah, a bright ninth grader. Despite her overprotective mother, Hannah begins to date a popular older boy. The price is sex. Thrust into an apparently glamorous world of parties, alcohol and group sex, Hannah finds herself in over her head.",pics/shes-too-young-dvd-cover.jpg,BL,15,"This film can be useful in getting kids talking and thinking about high school social systems, peer pressure, and the difficulties that parents have in dealing with sexually active children. See How to Use This Movie in Class.",nan,"SUBSTANTIAL. While the scenes of sex are not explicit, this movie shows high school kids having sex and drinking alcohol. TWM does not recommend showing this film to children below the 10th grade. What may impress kids in grades 9 and below is that older students are promiscuous and get to go to exciting alcohol soaked parties. Students below the 10th grade may be too interested in emulating the older children shown in the movie to fully appreciate the risk of STDs or the emotional damage of peer pressured promiscuity. Parenting Points:     See the Possible Problems section above. If your child watches this movie in school or at home, bring the discussion around to the social system of the high school shown in the movie. Ask your children whether the portrayal of students in the movie is realistic and whether there are any parallels between the social system in the school your children attend and in the school described in the movie.",nan
